Date: Week,Product,Product → Target DPCI,Product → Muffin Product Line,Sales Dollars,Sales Units,Stores Scanning,PODs Scanning,Promo Sales Dollars,Promo Sales Units
"Oct 5, 2025 - Oct 11, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$62,579.86 ","7,716","1,544","1,544","$42,428.21 ","5,671"
"Oct 5, 2025 - Oct 11, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$27,802.49 ","5,767","1,604","1,604","$23,379.79 ","5,031"
"Oct 5, 2025 - Oct 11, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$4,885.92 ","1,756",227,227,"$4,138.96 ","1,524"
"Oct 5, 2025 - Oct 11, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$14,469.90 ","3,011","1,001","1,001","$12,617.13 ","2,700"
"Oct 5, 2025 - Oct 11, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$31,272.17 ","11,039","1,500","1,500","$25,394.06 ","9,331"
"Oct 5, 2025 - Oct 11, 2025",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$35,298.71 ","3,451","1,202","1,202","$30,484.07 ","3,070"
"Oct 5, 2025 - Oct 11, 2025",Strawberry Bananza YoGo,284-10-1821,YOGO,"$5,937.68 ","2,199",530,530,"$3,782.32 ","1,372"
"Oct 5, 2025 - Oct 11, 2025",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$39,688.80 ","4,093","1,340","1,340","$34,443.71 ","3,646"
"Oct 5, 2025 - Oct 11, 2025",Super Chicken Dippers ,270-02-0128,Kids Meals,"$52,507.75 ","6,392","1,567","1,567","$33,127.26 ","4,429"
"Oct 5, 2025 - Oct 11, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$8,095.78 ","2,910",469,469,"$7,136.42 ","2,626"
"Oct 5, 2025 - Oct 11, 2025",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$6,141.12 ","2,274",540,540,"$4,089.37 ","1,485"
"Oct 12, 2025 - Oct 18, 2025",Apple Berry,284-10-4013,YOGO,$13.96 ,4,3,3,$0.00 ,0
"Oct 12, 2025 - Oct 18, 2025",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$33,376.60 ","3,400","1,278","1,278","$33,289.24 ","3,390"
"Oct 12, 2025 - Oct 18, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$35,613.52 ","7,012","1,586","1,586","$25,492.35 ","5,251"
"Oct 12, 2025 - Oct 18, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$50,373.09 ","11,999","1,717","1,717","$33,783.91 ","8,669"
"Oct 12, 2025 - Oct 18, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$27,570.55 ","9,108","1,513","1,513","$20,511.89 ","7,034"
"Oct 12, 2025 - Oct 18, 2025",Berry Banana Blast 4 Pack,211-34-0239,Smoothie Pouches,"$12,737.83 ","1,321",463,463,"$12,493.87 ","1,299"
"Oct 12, 2025 - Oct 18, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,"$50,994.98 ","9,920","1,655","1,655","$34,189.11 ","7,036"
"Oct 12, 2025 - Oct 18, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,"$37,030.85 ","3,823","1,224","1,224","$1,940.53 ",223
"Oct 12, 2025 - Oct 18, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,"$48,151.66 ","9,234","1,620","1,620","$29,572.93 ","6,088"
"Oct 12, 2025 - Oct 18, 2025",Green Dream,211-34-0232,Smoothie Pouches,"$22,597.42 ","7,471","1,485","1,485","$17,331.55 ","5,927"
"Oct 12, 2025 - Oct 18, 2025",Green Dream 4 Pack,211-34-0240,Smoothie Pouches,"$3,858.44 ",406,180,180,"$3,813.93 ",400
"Oct 12, 2025 - Oct 18, 2025",Kale Apple Puffs,007-10-2035,Toddler Snack,"$54,985.35 ","13,245","1,685","1,685","$39,213.79 ","10,087"
"Oct 12, 2025 - Oct 18, 2025",Mac & Cheesy Veggie Loops,071-06-0658,BFY Snacks,"$14,640.48 ","2,797",970,970,"$8,608.92 ","1,768"
"Oct 12, 2025 - Oct 18, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$54,342.37 ","5,609","1,468","1,468","$2,778.93 ",322
"Oct 12, 2025 - Oct 18, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$29,753.25 ","5,568","1,513","1,513","$13,446.81 ","2,749"
"Oct 12, 2025 - Oct 18, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$3,941.19 ","1,326",217,217,"$3,201.45 ","1,101"
"Oct 12, 2025 - Oct 18, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$13,068.14 ","2,518",951,951,"$8,136.54 ","1,679"
"Oct 12, 2025 - Oct 18, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$27,367.51 ","8,909","1,504","1,504","$17,969.83 ","6,155"
"Oct 12, 2025 - Oct 18, 2025",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$36,907.19 ","3,806","1,295","1,295","$35,558.36 ","3,692"
"Oct 12, 2025 - Oct 18, 2025",Strawberry Bananza YoGo,284-10-1821,YOGO,"$4,250.91 ","1,397",416,416,"$3,155.12 ","1,062"
"Oct 12, 2025 - Oct 18, 2025",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$36,343.45 ","3,699","1,283","1,283","$36,304.49 ","3,695"
"Oct 12, 2025 - Oct 18, 2025",Super Chicken Dippers ,270-02-0128,Kids Meals,"$42,893.19 ","4,434","1,436","1,436","$2,355.17 ",276
"Oct 12, 2025 - Oct 18, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$6,472.16 ","2,187",462,462,"$5,549.76 ","1,912"
"Oct 12, 2025 - Oct 18, 2025",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$4,904.15 ","1,622",410,410,"$3,947.76 ","1,332"
"Oct 19, 2025 - Oct 25, 2025",Apple Berry,284-10-4013,YOGO,$17.92 ,6,1,1,$17.92 ,6
"Oct 19, 2025 - Oct 25, 2025",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$36,314.49 ","3,349","1,278","1,278","$24,800.78 ","2,380"
"Oct 19, 2025 - Oct 25, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$33,578.03 ","6,307","1,561","1,561","$21,292.19 ","4,160"
"Oct 19, 2025 - Oct 25, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$51,879.36 ","11,379","1,690","1,690","$29,764.75 ","6,933"
"Oct 19, 2025 - Oct 25, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$28,752.61 ","9,248","1,529","1,529","$19,218.20 ","6,468"
"Oct 19, 2025 - Oct 25, 2025",Berry Banana Blast 4 Pack,211-34-0239,Smoothie Pouches,"$12,140.22 ","1,104",422,422,"$8,509.46 ",801
"Oct 19, 2025 - Oct 25, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,"$49,680.77 ","9,252","1,649","1,649","$29,096.52 ","5,687"
"Oct 19, 2025 - Oct 25, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,"$42,199.42 ","4,734","1,299","1,299","$28,630.51 ","3,352"
"Oct 19, 2025 - Oct 25, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,"$45,558.20 ","8,435","1,617","1,617","$24,380.09 ","4,776"
"Oct 19, 2025 - Oct 25, 2025",Green Dream,211-34-0232,Smoothie Pouches,"$23,462.18 ","7,566","1,505","1,505","$16,603.58 ","5,571"
"Oct 19, 2025 - Oct 25, 2025",Green Dream 4 Pack,211-34-0240,Smoothie Pouches,"$4,246.05 ",404,189,189,"$3,039.95 ",295
"Oct 19, 2025 - Oct 25, 2025",Kale Apple Puffs,007-10-2035,Toddler Snack,"$55,081.52 ","12,236","1,641","1,641","$36,410.76 ","8,484"
"Oct 19, 2025 - Oct 25, 2025",Mac & Cheesy Veggie Loops,071-06-0658,BFY Snacks,"$14,252.78 ","2,620",949,949,"$7,888.52 ","1,543"
"Oct 19, 2025 - Oct 25, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$62,825.22 ","6,980","1,516","1,516","$39,348.44 ","4,596"
"Oct 19, 2025 - Oct 25, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$30,357.67 ","5,607","1,570","1,570","$12,514.15 ","2,499"
"Oct 19, 2025 - Oct 25, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$3,710.18 ","1,201",214,214,"$2,555.76 ",862
"Oct 19, 2025 - Oct 25, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$13,020.53 ","2,403",937,937,"$7,752.48 ","1,511"
"Oct 19, 2025 - Oct 25, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$28,748.97 ","9,136","1,525","1,525","$16,204.36 ","5,484"
"Oct 19, 2025 - Oct 25, 2025",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$37,741.50 ","3,283","1,179","1,179","$22,920.97 ","2,086"
"Oct 19, 2025 - Oct 25, 2025",Strawberry Bananza YoGo,284-10-1821,YOGO,"$4,845.05 ","1,549",415,415,"$3,394.98 ","1,121"
"Oct 19, 2025 - Oct 25, 2025",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$41,449.33 ","3,813","1,295","1,295","$27,391.34 ","2,630"
"Oct 19, 2025 - Oct 25, 2025",Super Chicken Dippers ,270-02-0128,Kids Meals,"$48,988.36 ","5,462","1,524","1,524","$31,179.18 ","3,653"
"Oct 19, 2025 - Oct 25, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$6,816.94 ","2,217",448,448,"$5,133.82 ","1,721"
"Oct 19, 2025 - Oct 25, 2025",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$4,909.23 ","1,580",407,407,"$3,496.59 ","1,157"
"Oct 26, 2025 - Nov 1, 2025",Apple Berry,284-10-4013,YOGO,$9.49 ,3,1,1,$6.00 ,2
"Oct 26, 2025 - Nov 1, 2025",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$33,784.20 ","3,436","1,279","1,279","$33,791.26 ","3,435"
"Oct 26, 2025 - Nov 1, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$22,723.93 ","3,935","1,399","1,399","$1,411.91 ",268
"Oct 26, 2025 - Nov 1, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$43,541.35 ","8,874","1,663","1,663","$2,780.68 ",631
"Oct 26, 2025 - Nov 1, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$28,326.43 ","9,344","1,517","1,517","$20,917.38 ","7,171"
"Oct 26, 2025 - Nov 1, 2025",Berry Banana Blast 4 Pack,211-34-0239,Smoothie Pouches,"$12,731.62 ","1,456",482,482,"$12,503.26 ","1,434"
"Oct 26, 2025 - Nov 1, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,"$35,506.12 ","6,123","1,574","1,574","$2,193.92 ",419
"Oct 26, 2025 - Nov 1, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,"$36,795.94 ","4,727","1,267","1,267","$36,733.21 ","4,720"
"Oct 26, 2025 - Nov 1, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,"$33,484.67 ","5,779","1,529","1,529","$2,151.71 ",410
"Oct 26, 2025 - Nov 1, 2025",Green Dream,211-34-0232,Smoothie Pouches,"$23,783.12 ","7,873","1,516","1,516","$17,996.47 ","6,181"
"Oct 26, 2025 - Nov 1, 2025",Green Dream 4 Pack,211-34-0240,Smoothie Pouches,"$4,047.23 ",465,189,189,"$3,929.08 ",452
"Oct 26, 2025 - Nov 1, 2025",Kale Apple Puffs,007-10-2035,Toddler Snack,"$45,814.09 ","9,334","1,611","1,611","$2,994.88 ",682
"Oct 26, 2025 - Nov 1, 2025",Mac & Cheesy Veggie Loops,071-06-0658,BFY Snacks,"$8,445.78 ","1,451",687,687,$519.20 ,98
"Oct 26, 2025 - Nov 1, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$55,450.88 ","7,154","1,515","1,515","$55,395.07 ","7,146"
"Oct 26, 2025 - Nov 1, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$27,626.17 ","4,840","1,499","1,499","$1,525.38 ",301
"Oct 26, 2025 - Nov 1, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$3,403.15 ","1,146",222,222,"$2,733.48 ",943
"Oct 26, 2025 - Nov 1, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$8,069.34 ","1,386",670,670,$570.04 ,109
"Oct 26, 2025 - Nov 1, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$28,472.92 ","9,271","1,537","1,537","$18,174.50 ","6,261"
"Oct 26, 2025 - Nov 1, 2025",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$38,938.54 ","4,466","1,362","1,362","$37,854.85 ","4,363"
"Oct 26, 2025 - Nov 1, 2025",Strawberry Bananza YoGo,284-10-1821,YOGO,"$4,434.85 ","1,463",404,404,"$3,306.30 ","1,115"
"Oct 26, 2025 - Nov 1, 2025",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$36,052.26 ","3,668","1,257","1,257","$35,996.51 ","3,663"
"Oct 26, 2025 - Nov 1, 2025",Super Chicken Dippers ,270-02-0128,Kids Meals,"$43,881.88 ","5,666","1,516","1,516","$43,849.36 ","5,662"
"Oct 26, 2025 - Nov 1, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$6,679.33 ","2,231",475,475,"$5,513.78 ","1,885"
"Oct 26, 2025 - Nov 1, 2025",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$4,995.31 ","1,646",408,408,"$4,112.74 ","1,388"
"Nov 2, 2025 - Nov 8, 2025",Apple Berry,284-10-4013,YOGO,,,0,0,,
"Nov 2, 2025 - Nov 8, 2025",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$31,530.85 ","3,228","1,241","1,241","$31,552.83 ","3,230"
"Nov 2, 2025 - Nov 8, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$19,897.15 ","3,448","1,313","1,313","$2,498.33 ",481
"Nov 2, 2025 - Nov 8, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$42,329.40 ","8,618","1,614","1,614","$3,749.17 ",838
"Nov 2, 2025 - Nov 8, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$28,486.07 ","9,392","1,529","1,529","$20,988.86 ","7,203"
"Nov 2, 2025 - Nov 8, 2025",Berry Banana Blast 4 Pack,211-34-0239,Smoothie Pouches,"$12,140.92 ","1,253",466,466,"$11,813.41 ","1,221"
"Nov 2, 2025 - Nov 8, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,"$31,208.45 ","5,403","1,496","1,496","$3,954.32 ",766
"Nov 2, 2025 - Nov 8, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,"$35,741.18 ","3,689","1,196","1,196","$4,485.00 ",512
"Nov 2, 2025 - Nov 8, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,"$29,638.38 ","5,134","1,483","1,483","$3,730.09 ",720
"Nov 2, 2025 - Nov 8, 2025",Green Dream,211-34-0232,Smoothie Pouches,"$23,470.35 ","7,768","1,530","1,530","$17,588.94 ","6,046"
"Nov 2, 2025 - Nov 8, 2025",Green Dream 4 Pack,211-34-0240,Smoothie Pouches,"$3,487.24 ",363,173,173,"$3,326.75 ",345
"Nov 2, 2025 - Nov 8, 2025",Kale Apple Puffs,007-10-2035,Toddler Snack,"$49,842.84 ","10,145","1,626","1,626","$4,725.36 ","1,055"
"Nov 2, 2025 - Nov 8, 2025",Mac & Cheesy Veggie Loops,071-06-0658,BFY Snacks,"$5,684.59 ",977,472,472,$526.93 ,101
"Nov 2, 2025 - Nov 8, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$56,849.34 ","5,876","1,475","1,475","$6,878.47 ",787
"Nov 2, 2025 - Nov 8, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$29,608.01 ","5,178","1,498","1,498","$2,068.12 ",399
"Nov 2, 2025 - Nov 8, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$3,797.98 ","1,274",222,222,"$3,013.63 ","1,034"
"Nov 2, 2025 - Nov 8, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$5,715.90 ",991,454,454,$733.66 ,140
"Nov 2, 2025 - Nov 8, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$28,944.13 ","9,416","1,537","1,537","$18,715.65 ","6,425"
"Nov 2, 2025 - Nov 8, 2025",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$38,011.64 ","3,935","1,310","1,310","$36,512.74 ","3,795"
"Nov 2, 2025 - Nov 8, 2025",Strawberry Bananza YoGo,284-10-1821,YOGO,"$3,915.39 ","1,276",383,383,"$2,853.02 ",962
"Nov 2, 2025 - Nov 8, 2025",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$33,890.44 ","3,469","1,262","1,262","$33,902.83 ","3,470"
"Nov 2, 2025 - Nov 8, 2025",Super Chicken Dippers ,270-02-0128,Kids Meals,"$42,868.55 ","4,439","1,430","1,430","$5,395.41 ",619
"Nov 2, 2025 - Nov 8, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$6,817.29 ","2,282",475,475,"$5,718.69 ","1,948"
"Nov 2, 2025 - Nov 8, 2025",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$4,147.18 ","1,360",381,381,"$3,230.72 ","1,091"
"Nov 9, 2025 - Nov 15, 2025",Apple Berry,284-10-4013,YOGO,$8.14 ,2,2,2,$0.00 ,0
"Nov 9, 2025 - Nov 15, 2025",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$29,566.42 ","2,495","1,128","1,128",$930.19 ,83
"Nov 9, 2025 - Nov 15, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$20,774.96 ","3,548","1,355","1,355","$1,192.69 ",227
"Nov 9, 2025 - Nov 15, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$41,799.76 ","8,473","1,612","1,612","$2,145.04 ",470
"Nov 9, 2025 - Nov 15, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$28,753.02 ","9,199","1,549","1,549","$24,021.76 ","7,838"
"Nov 9, 2025 - Nov 15, 2025",Berry Banana Blast 4 Pack,211-34-0239,Smoothie Pouches,"$12,728.37 ","1,177",450,450,"$11,044.35 ","1,029"
"Nov 9, 2025 - Nov 15, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,"$30,842.47 ","5,279","1,495","1,495","$2,001.51 ",380
"Nov 9, 2025 - Nov 15, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,"$34,658.92 ","3,522","1,158","1,158","$1,336.45 ",147
"Nov 9, 2025 - Nov 15, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,"$28,630.70 ","4,894","1,483","1,483","$1,944.45 ",368
"Nov 9, 2025 - Nov 15, 2025",Green Dream,211-34-0232,Smoothie Pouches,"$23,877.33 ","7,648","1,543","1,543","$19,985.83 ","6,522"
"Nov 9, 2025 - Nov 15, 2025",Green Dream 4 Pack,211-34-0240,Smoothie Pouches,"$3,781.31 ",363,183,183,"$3,443.08 ",328
"Nov 9, 2025 - Nov 15, 2025",Kale Apple Puffs,007-10-2035,Toddler Snack,"$52,088.55 ","10,544","1,653","1,653","$2,729.30 ",594
"Nov 9, 2025 - Nov 15, 2025",Mac & Cheesy Veggie Loops,071-06-0658,BFY Snacks,"$4,864.44 ",829,416,416,$347.89 ,64
"Nov 9, 2025 - Nov 15, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$52,661.81 ","5,360","1,442","1,442","$2,379.98 ",266
"Nov 9, 2025 - Nov 15, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$30,669.63 ","5,348","1,511","1,511","$1,576.82 ",296
"Nov 9, 2025 - Nov 15, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$3,487.81 ","1,124",218,218,"$2,901.31 ",950
"Nov 9, 2025 - Nov 15, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$4,715.11 ",805,421,421,$299.46 ,56
"Nov 9, 2025 - Nov 15, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$27,802.64 ","8,885","1,546","1,546","$22,549.58 ","7,367"
"Nov 9, 2025 - Nov 15, 2025",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$38,936.72 ","3,568","1,280","1,280","$34,670.75 ","3,202"
"Nov 9, 2025 - Nov 15, 2025",Strawberry Bananza YoGo,284-10-1821,YOGO,"$4,273.60 ","1,241",372,372,$148.46 ,46
"Nov 9, 2025 - Nov 15, 2025",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$32,054.39 ","2,703","1,159","1,159","$1,170.22 ",103
"Nov 9, 2025 - Nov 15, 2025",Super Chicken Dippers ,270-02-0128,Kids Meals,"$40,460.25 ","4,118","1,398","1,398","$1,725.08 ",192
"Nov 9, 2025 - Nov 15, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$6,163.90 ","1,972",469,469,"$5,237.36 ","1,703"
"Nov 9, 2025 - Nov 15, 2025",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$4,319.45 ","1,258",372,372,$187.81 ,59
"Nov 16, 2025 - Nov 22, 2025",Apple Berry,284-10-4013,YOGO,$21.15 ,5,2,2,$0.00 ,0
"Nov 16, 2025 - Nov 22, 2025",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$41,383.34 ","4,192","1,328","1,328","$27,655.17 ","3,034"
"Nov 16, 2025 - Nov 22, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$19,688.82 ","3,415","1,340","1,340","$2,836.10 ",557
"Nov 16, 2025 - Nov 22, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$52,584.60 ","13,166","1,681","1,681","$34,626.81 ","9,535"
"Nov 16, 2025 - Nov 22, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$24,606.70 ","8,671","1,566","1,566","$14,477.42 ","5,726"
"Nov 16, 2025 - Nov 22, 2025",Berry Banana Blast 4 Pack,211-34-0239,Smoothie Pouches,"$11,374.78 ","1,159",448,448,"$6,315.77 ",717
"Nov 16, 2025 - Nov 22, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,"$30,821.75 ","5,359","1,529","1,529","$5,015.30 ",981
"Nov 16, 2025 - Nov 22, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,"$37,293.43 ","4,484","1,249","1,249","$23,408.94 ","3,082"
"Nov 16, 2025 - Nov 22, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,"$28,900.48 ","5,024","1,457","1,457","$4,746.19 ",934
"Nov 16, 2025 - Nov 22, 2025",Green Dream,211-34-0232,Smoothie Pouches,"$19,694.23 ","7,061","1,520","1,520","$12,640.84 ","5,011"
"Nov 16, 2025 - Nov 22, 2025",Green Dream 4 Pack,211-34-0240,Smoothie Pouches,"$3,626.89 ",379,173,173,"$2,116.09 ",240
"Nov 16, 2025 - Nov 22, 2025",Kale Apple Puffs,007-10-2035,Toddler Snack,"$63,449.34 ","16,093","1,661","1,661","$44,403.70 ","12,240"
"Nov 16, 2025 - Nov 22, 2025",Mac & Cheesy Veggie Loops,071-06-0658,BFY Snacks,"$4,425.29 ",761,401,401,$617.57 ,119
"Nov 16, 2025 - Nov 22, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,"$53,196.60 ","6,301","1,464","1,464","$30,376.37 ","3,991"
"Nov 16, 2025 - Nov 22, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,"$30,432.70 ","5,383","1,505","1,505","$3,052.70 ",605
"Nov 16, 2025 - Nov 22, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,"$3,024.74 ","1,088",220,220,"$1,830.08 ",728
"Nov 16, 2025 - Nov 22, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,"$4,179.81 ",720,374,374,$557.76 ,109
"Nov 16, 2025 - Nov 22, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,"$24,652.63 ","8,394","1,563","1,563","$11,755.10 ","4,645"
"Nov 16, 2025 - Nov 22, 2025",Strawberry Banana Shake 4 Pack ,211-34-0238,Smoothie Pouches,"$35,882.29 ","3,517","1,254","1,254","$17,815.33 ","1,986"
"Nov 16, 2025 - Nov 22, 2025",Strawberry Bananza YoGo,284-10-1821,YOGO,"$4,728.76 ","1,633",432,432,"$2,912.18 ","1,105"
"Nov 16, 2025 - Nov 22, 2025",Strawberry Bananza YoGos – 4 Pack,284-10-4983,YOGO,"$45,956.68 ","4,638","1,329","1,329","$29,825.66 ","3,281"
"Nov 16, 2025 - Nov 22, 2025",Super Chicken Dippers ,270-02-0128,Kids Meals,"$48,151.96 ","5,742","1,523","1,523","$28,459.46 ","3,750"
"Nov 16, 2025 - Nov 22, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,"$5,527.07 ","1,989",471,471,"$3,610.79 ","1,426"
"Nov 16, 2025 - Nov 22, 2025",Tropical Mango Twist YoGo,284-10-0310,YOGO,"$4,810.78 ","1,680",409,409,"$3,183.06 ","1,208"
"Nov 23, 2025 - Nov 29, 2025",Apple Berry,284-10-4013,YOGO,$9.78 ,2,1,1,$0.00 ,0
"Nov 23, 2025 - Nov 29, 2025",Apple Berry Blast YoGos – 4 Pack,284-10-8661,YOGO,"$34,168.78 ","3,483","1,253","1,253","$22,558.27 ","2,504"
"Nov 23, 2025 - Nov 29, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,"$14,760.56 ","2,536","1,196","1,196","$1,528.67 ",295
"Nov 23, 2025 - Nov 29, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,"$44,218.21 ","9,403","1,656","1,656","$10,654.44 ","2,593"
"Nov 23, 2025 - Nov 29, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,"$20,797.45 ","7,269","1,500","1,500","$12,280.01 ","4,801"
"Nov 23, 2025 - Nov 29, 2025",Berry Banana Blast 4 Pack,211-34-0239,Smoothie Pouches,"$10,135.08 ","1,019",405,405,"$5,638.58 ",632
"Nov 23, 2025 - Nov 29, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,"$23,381.82 ","4,026","1,430","1,430","$2,697.34 ",523
"Nov 23, 2025 - Nov 29, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,"$28,940.14 ","3,500","1,174","1,174","$17,389.87 ","2,333"
"Nov 23, 2025 - Nov 29, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,"$20,420.02 ","3,520","1,344","1,344","$2,329.34 ",453
"Nov 23, 2025 - Nov 29, 2025",Green Dream,211-34-0232,Smoothie Pouches,"$16,686.88 ","5,882","1,457","1,457","$10,235.64 ","4,002"
